IDprocess|Date|Mark|Clicode|Reason1|Reason1More
3671138|2024-10-15 13:12:34|3|60095021|Корректность документооборота|Возврат д/с
3672682|2024-10-15 16:38:16|5|9124543|Комплектация заказа|Пересорт, некомплект
3676337|2024-10-16 15:30:58|1|87180887|Срок поставки|Срыв сроков поставки при перемещении с ЛЦ в ОП
3677012|2024-10-16 18:37:04|5|690027252|Работа персонала|Некачественное сопровождение клиента
3679029|2024-10-17 13:03:04|5|690020358|Комплектация заказа|Пересорт, некомплект
3679040|2024-10-17 13:04:58|5|690020358|Комплектация заказа|Пересорт, некомплект
3679265|2024-10-17 13:50:03|5|23019477|Организация сервиса при самовывозе|Удобство организации сервиса
3679299|2024-10-17 13:56:44|5|23019477|Карточка товара|Корректность технической информации
3679618|2024-10-17 14:35:32|5|100127447|Комплектация заказа|Пересорт, некомплект
3680285|2024-10-17 16:52:08|1|90002036|Срок поставки|Срыв сроков поставки от поставщика
3680615|2024-10-17 20:53:22|5|100238768|Организация сервиса при самовывозе|Скорость обслуживания
3680638|2024-10-17 22:05:44|5|440294901|Работа персонала|Некачественное сопровождение клиента
3680881|2024-10-18 07:57:07|5|180000504|Корректность документооборота|Привязка д/c
3682130|2024-10-18 11:24:41|5|55090085|Удовлетворенность рассмотрением претензии|Качество реагирования ЭТМ на претензию (насколько устроил ответ и действия ЭТМ)
3683334|2024-10-18 15:03:17|1|90011493|Работа персонала|Некачественное сопровождение клиента
3683352|2024-10-18 15:10:04|4|400000720|Работа персонала|Непрофессионализм, некомпетентность менеджера
3683968|2024-10-18 19:26:20|3|160000551|Комплектация заказа|Качество внешнего вида полученного товара (заводской упаковки и/или упаковки ЭТМ, наклейки, скотч и пр.)
3684115|2024-10-19 09:42:59|5|22453779|Организация сервиса при самовывозе|Инфраструктура (удобство, время работы и т.д.)
3684312|2024-10-19 16:12:46|5|60094943|Комплектация заказа|Пересорт, некомплект
3684355|2024-10-19 18:04:31|1|55103211|Срок поставки|Срыв сроков поставки при перемещении с ЛЦ в ОП
3685097|2024-10-21 08:04:20|4|90269161|Комплектация заказа|Пересорт, некомплект
3685386|2024-10-21 09:16:19|5|140078388|Комплектация заказа|Выписанного товара не оказалось в наличии на складе
3686112|2024-10-21 10:57:21|5|36154676|Комплектация заказа|Другое
3686441|2024-10-21 11:50:24|4|330055796|Срок поставки|Срыв сроков поставки из-за задержки приема товара на ЛЦ
3687305|2024-10-21 14:09:59|5|100129858|Срок поставки|Срыв сроков поставки при перемещении в ПВЗ СДЭК/ДЛ
3688451|2024-10-21 17:28:00|5|440007656|Удовлетворенность рассмотрением претензии|Отказ в возврате/обмене
